Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"A.J. Puk","MIA",7,5,15,58,0,56.2,12.388228344508708,2.0647047240847844,1.588234403142142,0.31654676258992803,0.7273,0.44217687,0.169491525,95.8638462035124,3.970586007855355,3.04,3.590333812212142,3.017648640389298,0.873649001121521,"A.J. Puk",19343,640462
"Matthew Boyd","DET",5,5,0,15,15,71,9.253521126760564,3.1690140845070425,1.3943661971830985,0.3020833333333333,0.6203,0.388059701,0.126436781,91.64313986449115,5.450704225352113,4.21,4.353631431955687,4.3654864138280844,0.8692860007286072,"Matthew Boyd",15440,571510
"Joe Kelly","- - -",2,5,1,42,0,39.1,13.728825320676092,4.118647596202828,0.6864412660338046,0.3058823529411765,0.6027,0.579545454,0.142857142,99.22968236019737,4.118647596202828,2.93,2.7211411201891753,2.6123379229375248,0.8606139719486237,"Joe Kelly",9761,523260
"Paul Sewald","- - -",3,2,34,65,0,60.2,11.86812527613965,3.5604375828418955,1.1868125276139652,0.27941176470588236,0.8027,0.321428571,0.114285714,92.25572713216145,3.1153828849866585,2.79,3.5682265218913747,3.7616556035226965,0.8603269457817078,"Paul Sewald",13892,623149
"Brock Stewart","MIN",2,0,1,28,0,27.2,12.686731536204064,3.578308894826787,0.32530080862061705,0.3157894736842105,0.9797,0.368421052,0.041666666,97.38662790697674,0.6506016172412341,2.46,2.206848388215702,3.1712015506659728,0.8596559762954712,"Brock Stewart",16727,592779
"Hector Neris","HOU",6,3,2,71,0,68.1,10.141468698662056,4.082928956604205,0.9219516998783688,0.21935483870967742,0.9049,0.318471337,0.086419753,93.05838887674825,1.7121960140598278,3.35,3.8257718873465216,4.453892988502911,0.8425469994544983,"Hector Neris",11804,593576
"Trevor Megill","MIL",1,0,0,31,2,34.2,13.499987620585129,3.1153817585965684,0.519230293099428,0.4074074074074074,0.7522,0.304878048,0.054054054,99.12888703522859,3.6346120516959965,3.28,2.130040914277818,3.144676269465789,0.836700014770031,"Trevor Megill",17722,656730
"Andrew Nardi","MIA",8,1,3,63,0,57.1,11.459308679330448,3.2965134556978004,1.0988378185659333,0.2878787878787879,0.8638,0.437956204,0.14,94.58866247852234,2.668606130802981,2.73,3.603877285379256,3.4585454457058815,0.836480975151062,"Andrew Nardi",25942,677053
"Ryan Yarbrough","- - -",8,7,2,25,9,89.2,6.724904535995963,1.4052039328946788,1.3048322234022016,0.3018181818181818,0.7315,0.39084507,0.111111111,87.14150119984123,4.516726927161468,4.33,4.381433511408822,4.654024017150276,0.8337410017848015,"Ryan Yarbrough",16502,642232
"Lucas Erceg","OAK",4,4,0,50,0,55,11.127272727272727,5.890909090909091,0.16363636363636364,0.35714285714285715,0.655,0.460992907,0.020408163,97.99003302190722,4.745454545454545,3.74,3.309585337205367,4.54620884440162,0.8322489857673645,"Lucas Erceg",19360,668674
"Garrett Whitlock","BOS",5,5,1,22,10,71.2,9.04185645442499,1.6325574153822897,1.6325574153822897,0.3399014778325123,0.6892,0.441860465,0.164556962,,5.148834925436452,4.67,4.273644082000999,3.73803799934249,0.819506973028183,"Garrett Whitlock",20191,676477
"Nestor Cortes","NYY",5,2,0,12,12,63.1,9.521057410519957,2.8421066897074496,1.5631586793390972,0.2909090909090909,0.6907,0.262857142,0.11,91.68374720982143,4.973686706988037,3.71,4.486619448199807,4.839282124540551,0.8111730217933655,"Nestor Cortes",17874,641482
"Zach Davies","ARI",2,5,0,18,18,82.1,7.870448747589558,4.263159738277677,1.093117881609661,0.3464566929133858,0.576,0.442748091,0.11235955,89.28063616071428,6.995954442301829,5.48,4.578927094831613,4.787207462779014,0.8045200109481812,"Zach Davies",13183,605200
"Josh Winckowski","BOS",4,4,3,60,1,84.1,8.750991836785651,3.308301791955551,0.9604747137935471,0.3305785123966942,0.8062,0.512,0.128571428,96.15597195095486,2.881424141380641,3.71,3.907214071038246,3.8922105564453493,0.8042047247290611,"Josh Winckowski",22387,670174
"Matthew Liberatore","STL",3,6,0,22,11,61.2,6.7135098450529584,3.648646654920086,0.7297293309840173,0.31443298969072164,0.6067,0.434343434,0.074626865,94.32633184978606,5.254051183084924,6,4.276660946037536,5.018952087262161,0.7911590188741684,"Matthew Liberatore",22294,669461
"Aaron Bummer","CHW",5,5,0,61,0,58.1,12.034292272454547,5.554288741132868,0.6171431934592075,0.3402777777777778,0.5543,0.58219178,0.137931034,94.74507346082089,6.788575128051282,3.53,3.580754345874494,3.511278329229871,0.7882699966430664,"Aaron Bummer",16258,607481
"Reynaldo López","- - -",3,7,6,68,0,66,11.318181818181818,4.636363636363637,1.0909090909090908,0.27631578947368424,0.813,0.392405063,0.115942028,98.38099504423329,3.272727272727273,3.93,3.9065550341750632,4.059302779941848,0.7879360020160675,"Reynaldo Lopez",16400,625643
"Colin Rea","MIL",6,6,0,26,22,124.2,7.9411552492164645,2.743308177002051,1.6604233702907152,0.2543859649122807,0.7262,0.43767313,0.169117647,93.13532109223596,4.5481161881876115,4.39,4.899420515073422,4.304684109287085,0.7797696031630039,"Colin Rea",12317,607067
"Taj Bradley","TBR",5,8,0,23,21,104.2,11.092321381438893,3.3534925106675724,1.9777007114193377,0.30970149253731344,0.6766,0.365517241,0.191666666,96.24354340569606,5.589154184445954,4.55,4.793251547097174,3.832130561236269,0.7735328264534473,"Taj Bradley",22543,671737
"Jake Irvin","WSN",3,7,0,24,24,121,7.363636363636363,4.016528925619835,1.487603305785124,0.2808022922636103,0.75,0.427792915,0.137931034,94.51798310367454,4.6115702479338845,5.23,5.304626659519416,5.137157013692146,0.7677819728851318,"Jake Irvin",21504,663623
"Lucas Sims","CIN",7,3,3,67,0,61,10.62295081967213,5.754098360655738,0.7377049180327869,0.21212121212121213,0.7867,0.231343283,0.060975609,94.30802603036877,3.098360655737705,3.93,4.3697939810205675,5.526760196294941,0.7654889822006226,"Lucas Sims",13470,608371
"Michael Grove","LAD",2,3,0,18,12,69,9.521739130434783,2.4782608695652173,1.565217391304348,0.3641025641025641,0.6576,0.391304347,0.157894736,94.78698295538895,6.130434782608695,4.9,4.356489158022232,3.916703964316327,0.7652179896831512,"Michael Grove",23221,675627
"Jesse Chavez","ATL",1,0,1,36,1,34.2,10.125010282671349,3.115387779283492,0.5192312965472486,0.2727272727272727,0.8115,0.516853932,0.086956521,,1.557693889641746,3.55,3.053116600669316,3.4000530224369605,0.7452012747526169,"Jesse Chavez",5448,445926
"Brennan Bernardino","BOS",2,1,0,55,6,50.2,10.302625114901998,3.1973664149695855,0.7105258699932412,0.3384615384615385,0.7982,0.503759398,0.111111111,90.02733357747395,3.1973664149695855,4.1,3.4129345204361883,3.5613693941081754,0.7428550124168396,"Brennan Bernardino",16835,657514
"Ryne Nelson","ARI",8,8,0,29,27,144,6.000014066729146,2.8750067403077155,1.5000035166822865,0.29867256637168144,0.6903,0.366525423,0.114832535,94.37609321802043,5.3125124549164315,5.3,5.0675441319843415,5.3005360635992425,0.73639877140522,"Ryne Nelson",26253,669194
"Rich Hill","- - -",8,14,0,32,27,146.1,7.933937120557821,3.5671965348244465,1.4145779362234874,0.32054176072234764,0.6673,0.379912663,0.13372093,88.41347136320891,5.412298190768126,5.7,4.867795404151424,4.767864025983357,0.7229999601840973,"Rich Hill",4806,448179
"Enyel De Los Santos","CLE",5,2,0,70,0,65.2,8.497457321693595,3.4263940813280622,0.54822305301249,0.2754491017964072,0.7221,0.403508771,0.058823529,95.7853531003937,3.28933831807494,4.18,3.4834661547484496,4.403688980244385,0.7210239768028259,"Enyel De Los Santos",18403,660853
"Cal Quantrill","CLE",4,7,0,19,19,99.2,5.23745632300773,3.160533988021906,0.9933106819497418,0.3003003003003003,0.6831,0.408163265,0.088,94.12944545628834,5.23745632300773,5.85,4.790156391127695,5.428976710047053,0.7196469902992249,"Cal Quantrill",19312,615698
"Jeffrey Springs","TBR",2,0,0,3,3,16,13.5,2.25,0.5625,0.11538461538461539,1,0.5,0.111111111,92.08428664434524,0.5625,1.68,1.8175398826599123,1.9350508980453016,0.7177780270576477,"Jeffrey Springs",17677,605488
"Jakob Junis","SFG",4,3,1,40,4,86,10.046511850723263,2.197674467345714,1.255813981340408,0.33476394849785407,0.746,0.432098765,0.133333333,93.97057015555245,3.8720931091329245,3.79,3.7434119865145155,3.6597115481658684,0.7173250019550323,"Jakob Junis",13619,596001
"Josh Sborz","TEX",6,7,0,44,0,52.1,11.350325365932347,2.923568654861362,1.3757970140524056,0.2845528455284553,0.5622,0.469230769,0.177777777,96.89735099337749,5.5031880562096225,3.35,3.751855471067725,3.186266870773211,0.714601993560791,"Josh Sborz",18323,622250
"Osvaldo Bido","PIT",2,5,0,16,9,50.2,8.526310439918895,3.7302608174645164,0.7105258699932412,0.32903225806451614,0.625,0.354430379,0.070175438,94.64573317307692,5.86183842744424,4.58,4.103723560707395,4.937429278923087,0.7004880011081696,"Osvaldo Bido",23150,674370
"Alex Vesia","LAD",2,5,1,56,1,49.2,11.597308013386046,3.0805349410556686,1.2684555639640989,0.3543307086614173,0.719,0.295454545,0.101449275,94.427916114794,4.348990505019767,3.53,3.6577241886802607,4.122449083594379,0.6943313181400299,"Alex Vesia",25007,681911
"Pierce Johnson","- - -",2,6,13,67,0,62.2,12.925524964709757,4.308508321569919,1.4361694405233063,0.36054421768707484,0.7468,0.371794871,0.181818181,96.0980895676538,4.0212744334652575,3.9,3.8933374117813817,3.269950678789644,0.6891029924154282,"Pierce Johnson",13435,572955
"Mason Miller","OAK",0,3,0,10,6,33.1,10.26001037179088,4.320004367069845,0.5400005458837306,0.275,0.6965,0.259259259,0.047619047,98.57276115077893,3.780003821186114,3.23,3.4650400949480296,4.768266086835649,0.6887865215539932,"Mason Miller",31757,695243
"Luis Garcia","HOU",2,2,0,6,6,27,10.333333333333334,3.3333333333333335,1,0.3142857142857143,0.7547,0.263888888,0.09375,92.98391744973776,4,4.1,3.6254102530302825,4.140495190797029,0.6865350008010864,"Luis Garcia",23735,677651
"Tommy Henry","ARI",5,4,0,17,16,89,6.471907763150296,3.539324557972818,1.2134827055906805,0.2781954887218045,0.7671,0.36231884,0.098360655,90.6752488080193,4.146065910768158,4.33,4.884252774425177,5.397837484421154,0.6836204081773758,"Tommy Henry",26285,674072
"Vince Velasquez","PIT",4,4,0,8,8,37.1,8.919650452179953,3.37500287379782,0.9642865353708058,0.29245283018867924,0.7658,0.302752293,0.085106382,93.54666521990741,3.857146141483223,4.13,3.8711118358134824,4.559708504203066,0.6752920150756836,"Vince Velasquez",11189,592826
"Joey Lucchesi","NYM",4,0,0,9,9,46.2,6.1714243674793465,3.278569195223403,0.7714280459349183,0.2857142857142857,0.8014,0.45323741,0.074074074,90.61728395061728,2.8928551722559437,5.48,4.21932494007856,5.018204198963767,0.6732940077781677,"Joey Lucchesi",19320,664192
"Scott Alexander","SFG",7,3,1,55,8,48.1,5.77241081281038,2.0482748045456187,0.3724136008264761,0.32515337423312884,0.5763,0.607361963,0.064516129,,4.655170010330951,3.69,3.2550398826599123,3.7775349315882627,0.6712659895420074,"Scott Alexander",10591,518397
"Nick Ramirez","NYY",1,2,1,32,0,40.2,6.19671646750054,1.9918017216966022,0.22131130241073357,0.3007518796992481,0.6855,0.47368421,0.022222222,90.51000213623047,2.6557356289288028,3.9,2.9353680013999637,4.445224556329076,0.6520659923553467,"Nick Ramirez",12575,598286
"Pedro Avila","SDP",2,2,0,14,6,50.1,9.655616210845059,4.470192690206046,0.5364231228247255,0.3007518796992481,0.7267,0.587786259,0.1,94.12749006658076,3.2185387369483527,3.96,3.672257867079143,3.882865283511427,0.649707019329071,"Pedro Avila",18864,658648
"Brooks Raley","NYM",1,2,3,66,0,54.2,10.042695307449046,4.115858732561084,0.6585373972097734,0.2857142857142857,0.8069,0.429577464,0.072727272,90.17360229492188,2.798783938141537,3.4,3.6757721086550452,4.387987810940049,0.6472079753875732,"Brooks Raley",10061,548384
"Ryan Walker","SFG",5,3,1,49,13,61.1,11.445658462150185,3.52174106527698,1.17391368842566,0.3509933774834437,0.8179,0.414012738,0.145454545,,3.2282626431705648,3.04,3.678953159035845,3.4659271244979304,0.643902987241745,"Ryan Walker",20423,676254
"Matt Moore","- - -",5,1,0,50,0,52.2,10.25316393808993,2.5632909845224825,1.1962024594438252,0.2932330827067669,0.8856,0.350364963,0.112903225,94.03071915064102,2.5632909845224825,3.33,3.729723398312224,3.948227451077741,0.6435890831053257,"Matt Moore",1890,519043
"Mark Leiter Jr.","CHC",1,3,4,69,0,64.1,10.77202668692529,3.3575148115091813,0.9792751533568446,0.2679738562091503,0.755,0.452830188,0.137254901,91.41459568067529,3.4974112619887303,4.1,3.7679935344182596,3.6641748043446283,0.635761022567749,"Mark Leiter Jr.",15551,643410
"Ryan Borucki","PIT",4,0,0,38,2,40.1,7.3636299360132185,0.8925612043652386,0.8925612043652386,0.205607476635514,0.8099,0.467889908,0.095238095,,2.454543312004406,3.21,3.502973550539145,3.935390259421134,0.6305750161409378,"Ryan Borucki",16350,621366
"JP Sears","OAK",5,14,0,32,32,172.1,8.408140417734526,2.7678971561486327,1.77563213790667,0.2781316348195329,0.7725,0.290581162,0.129770992,93.2086230876217,4.543529294055303,4.77,5.152529128069981,5.101340230261053,0.6280440092086792,"JP Sears",23429,676664
"Tyler Wells","BAL",7,6,1,25,20,118.2,8.873570593550012,2.5786444459888926,1.8960620926388916,0.2,0.8256,0.322683706,0.14619883,92.6543118154555,3.6404392178666716,4.04,4.9825631226197915,4.626300207166672,0.6251299977302551,"Tyler Wells",20000,669330
"Matt Manning","DET",5,4,0,15,15,78,5.769230769230769,2.423076923076923,1.2692307692307692,0.21397379912663755,0.6941,0.386554621,0.099099099,93.4460063277087,3.576923076923077,5.48,4.806321933941963,5.325836981412692,0.6131280064582825,"Matt Manning",20369,666159
"Tom Cosgrove","SDP",1,2,1,54,0,51.1,7.714290491506955,3.3311708940598215,0.525974351693656,0.208955223880597,0.8465,0.407407407,0.049180327,92.10502708856784,1.7532478389788535,2.62,3.703092108176731,4.908051189903351,0.6102849841117859,"Tom Cosgrove",23443,676680
"Marco Gonzales","SEA",4,1,0,10,10,50,6.12,3.24,0.9,0.31645569620253167,0.6212,0.40625,0.089285714,89.33576642335767,5.22,5.23,4.275039882659913,4.826795148849488,0.6070700287818909,"Marco Gonzales",15467,594835
"Gabe Speier","SEA",2,2,1,69,0,54.2,10.536598355356375,1.810977842326877,1.1524404451171035,0.3053435114503817,0.7227,0.558823529,0.205882352,95.18819754464286,3.7865900339561973,3.55,3.3465034100501585,2.71017334178188,0.6041539907455444,"Gabe Speier",17170,642100
"Elvis Peguero","MIL",4,5,1,59,0,61.1,7.923917150454495,3.81521936873735,0.5869568259595923,0.27439024390243905,0.7357,0.559523809,0.095238095,,3.3750017492676556,3.74,3.809387996066194,4.093749379572401,0.5890179872512817,"Elvis Peguero",21652,665625
"Abner Uribe","MIL",1,0,1,32,0,30.2,11.44563959745949,5.869558767927943,0,0.23880597014925373,0.7838,0.53030303,0,100.92709645917338,1.760867630378383,3.53,2.7659099853325837,3.682441573121453,0.5877169966697693,"Abner Uribe",25327,682842
"Buck Farmer","CIN",4,5,3,71,0,75,8.4,3.48,1.32,0.24102564102564103,0.7275,0.333333333,0.111111111,94.0274255952381,4.2,4.1,4.615039882659913,4.89079906543096,0.5827249884605408,"Buck Farmer",14814,571656
"José Butto","NYM",1,4,0,9,7,42,8.142857142857142,4.928571428571429,0.6428571428571429,0.2608695652173913,0.7529,0.422413793,0.065217391,94.1720210895384,3.642857142857143,3.9,4.016944644564674,4.899188314733051,0.5822316110134125,"Jose Butto",23313,676130
"Phil Maton","HOU",4,3,1,68,0,66,10.090909090909092,3.409090909090909,0.8181818181818182,0.26875,0.7507,0.429447852,0.089552238,,3,3.14,3.739888367508397,4.23647390369213,0.5815979838371277,"Phil Maton",18064,664208
"Tyler Rogers","SFG",4,5,2,68,0,74,7.297297297297297,2.310810810810811,0.8513513513513513,0.2681818181818182,0.7801,0.504504504,0.097222222,,3.0405405405405403,2.69,3.7550398826599123,4.133977855218424,0.5676339864730835,"Tyler Rogers",15541,643511
"Robert Garcia","- - -",2,2,0,25,0,32,9.281240327555755,3.374996482747547,0.8437491206868868,0.2911392405063291,0.6509,0.461538461,0.125,94.21117407130444,3.656246189643176,3.45,3.5362895895555413,3.5575542545750904,0.562611423432827,"Robert Garcia",23363,676395
"Tylor Megill","NYM",9,8,0,25,25,126.1,7.480230807709219,4.13193701759176,1.2823252813215804,0.3236842105263158,0.7175,0.439086294,0.130434782,95.18232931726908,4.701859364845795,5.89,4.964806924422019,4.918601281000871,0.5566269755363464,"Tylor Megill",21318,656731
"Jimmy Cordero","NYY",3,2,0,31,1,32.2,9.367337276130295,2.7550991988618514,0.5510198397723702,0.27380952380952384,0.6725,0.558139534,0.1,98.74000040690105,3.857138878406592,3.53,3.0713666027357887,3.2877048997247287,0.5496061109006405,"Jimmy Cordero",15690,622772
"Chris Devenski","- - -",6,4,0,38,0,42.1,8.929128494185504,2.3385812722866794,1.2755897848836435,0.26548672566371684,0.6061,0.393162393,0.125,94.01605902777777,4.464564247092752,4.55,3.9637008742619364,3.9958490434426372,0.5410899966955185,"Chris Devenski",12763,606965
"Cole Irvin","BAL",1,4,0,24,12,77.1,7.913796551730857,2.4439665821521763,1.2801729716035208,0.2925764192139738,0.7064,0.414225941,0.123595505,92.28340461455196,4.42241572008489,5.77,4.431764533325776,4.485407783580228,0.5254369974136353,"Cole Irvin",19244,608344
"Shelby Miller","LAD",3,0,1,36,1,42,9,4.071428571428571,0.6428571428571429,0.16494845360824742,0.8939,0.373737373,0.068181818,93.60883673720473,1.7142857142857142,3.33,3.6836113112313407,4.487123890150161,0.5145245939493179,"Shelby Miller",10197,571946
"James McArthur","KCR",1,0,4,18,2,23.1,8.871441382991064,0.7714296854774838,0.7714296854774838,0.2903225806451613,0.5446,0.587301587,0.125,93.3759994506836,4.628578112864902,2.95,2.783610630423672,2.8030526582084954,0.514164712280035,"James McArthur",21527,663704
"Lance Lynn","- - -",13,11,0,32,32,183.2,9.359329665719724,3.283115641901683,2.156075943935434,0.2917505030181087,0.6785,0.356472795,0.19047619,92.64240933641975,5.733201941828312,4.86,5.530897823480648,4.496006000028997,0.5053029805421829,"Lance Lynn",2520,458681
"Sawyer Gipson-Long","DET",1,0,0,4,4,20,11.7,3.6,0.9,0.2608695652173913,0.7813,0.354166666,0.086956521,93.63574829101563,2.7,2.5,3.155039882659912,3.7563957363367084,0.5006729960441589,"Sawyer Gipson-Long",26048,687830
"Kris Bubic","KCR",0,2,0,3,3,16,9,1.125,0.5625,0.375,0.7282,0.520833333,0.058823529,91.79910714285714,3.9375,4.18,2.6300398826599123,3.5742273561656477,0.4975219964981079,"Kris Bubic",21455,663460
"Angel Perdomo","PIT",3,2,0,30,0,29,13.655172413793103,3.413793103448276,0.9310344827586207,0.32142857142857145,0.6818,0.339285714,0.115384615,93.83973380587749,3.7241379310344827,2.77,3.013660572315085,3.151149393772257,0.4922179877758026,"Angel Perdomo",17759,622780
"Brad Hand","- - -",5,3,1,60,0,53.2,9.894404076994382,3.6894388083707867,1.0062105841011237,0.3333333333333333,0.6612,0.37062937,0.127659574,92.75081490181587,5.53415821255618,4.7,4.019014585403358,4.013565900369598,0.4897240027785301,"Brad Hand",9111,543272
"Joe Jiménez","ATL",0,3,0,59,0,56.1,11.662728474819293,2.23668765270507,1.4378706338818308,0.3,0.8272,0.278911564,0.126760563,95.39794168096054,3.0355046715283094,3.77,3.5923181794963917,3.5992067701248804,0.48882800340652466,"Joe Jimenez",15761,641729
"Steven Okert","MIA",3,2,0,64,2,58.2,11.198857761570448,3.6818162503793253,1.380681093892247,0.2949640287769784,0.7098,0.236111111,0.118421052,93.79028118927467,4.448861302541685,3.98,4.090266717236704,4.237792008612968,0.48017096519470215,"Steven Okert",13580,595345
"Andrew Chafin","- - -",3,4,8,63,0,51.1,11.045461385566776,4.9090939491407894,1.051948703387312,0.30952380952380953,0.6707,0.384615384,0.122448979,92.15999781831782,4.733769165242904,4.61,4.014780612884083,4.073500640724083,0.48009800910949707,"Andrew Chafin",12988,605177
"Luis Medina","OAK",3,10,0,23,17,109.2,8.699093643009958,4.677814506146864,1.1489368962465982,0.3064516129032258,0.6541,0.437888198,0.126126126,96.10938464506172,5.416416796591106,4.8,4.7596001039352185,4.773480116074486,0.48006799072027206,"Luis Medina",21649,665622
"Mason Thompson","WSN",4,4,1,51,0,54,7.333333333333333,3.6666666666666665,0.6666666666666666,0.3493975903614458,0.6432,0.50595238,0.08,94.73536964699075,5.5,4.58,4.03281766043769,4.60073702732722,0.4786500036716461,"Mason Thompson",21850,666168
"Allan Winans","ATL",1,2,0,6,6,32.1,9.463926830416444,2.2268063130391633,1.391753945649477,0.34782608695652173,0.7,0.453608247,0.135135135,89.97999674479166,5.2886649934680126,4.36,4.090092250049598,3.971764027555353,0.47498199343681335,"Allan Winans",21238,642216
"Emmet Sheehan","LAD",4,1,1,13,11,60.1,9.546966356185974,3.878455082200552,1.6408848424694644,0.23972602739726026,0.6944,0.331210191,0.13095238,95.38371829710145,4.922654527408393,3.5,4.846200942024241,4.777940877841188,0.4638632033020258,"Emmet Sheehan",29839,686218
"Alex Faedo","DET",2,5,0,15,12,64.2,8.072160980302781,2.7835037863113037,1.6701022717867824,0.21052631578947367,0.6513,0.362637362,0.142857142,92.96229389084287,4.453606058098086,3.87,4.847822604826936,4.583105904507381,0.4588100016117096,"Alex Faedo",19874,656412
"Martín Pérez","TEX",10,4,0,35,20,141.2,5.9082505140228045,3.1129491955604025,1.334121083811601,0.2925170068027211,0.7431,0.454945054,0.129629629,92.07164772269653,4.447070279372004,4.86,4.99151494412898,4.95511371457663,0.4567769914865494,"Martin Perez",6902,527048
"Andrew Wantz","LAA",2,0,0,27,3,39.1,7.550853560216193,3.432206163734633,0.9152549769959022,0.22429906542056074,0.6771,0.297297297,0.072727272,94.02195358276367,3.8898336522325843,3.93,4.11944736093382,5.109306052289711,0.45397739484906197,"Andrew Wantz",24933,681806
"Jalen Beeks","TBR",2,3,1,30,8,42.1,9.99213393779212,4.464570482843288,0.8503943776844358,0.31932773109243695,0.6164,0.450819672,0.085106382,94.54056726611635,5.95276064379105,3.58,3.8219694677828695,4.429235787296039,0.4532739967107773,"Jalen Beeks",17192,656222
"Austin Cox","KCR",0,1,1,24,3,35.2,8.327118538019858,4.2897277317072,0.5046738507890823,0.2736842105263158,0.6109,0.364583333,0.052631578,91.6051246941726,4.542064657101741,4.86,3.7316762972940456,4.764222476831864,0.45295701175928116,"Austin Cox",24604,680735
"Zach Jackson","OAK",2,1,1,19,0,18,11.5,5,0.5,0.3695652173913043,0.7895,0.260869565,0.04347826,93.6067855627828,2.5,3.55,3.0883732159932458,4.478768608967464,0.44920000433921814,"Zach Jackson",19493,667427
"Joan Adon","WSN",2,4,0,12,10,51.2,8.361285178101337,4.180642589050668,1.3935475296835562,0.33121019108280253,0.6596,0.374233128,0.13114754,94.4725187981736,6.4451573247864475,5.59,4.977619467963197,4.916739400079471,0.44718801230192184,"Joan Adon",22925,672851
"Huascar Brazoban","MIA",5,2,0,50,0,58.2,9.971585505883528,4.755679241267528,0.7670450389141176,0.3157894736842105,0.7407,0.519480519,0.111111111,96.68402135724853,4.142043210136235,3.58,3.9368576950280167,4.097099901906459,0.44679999351501465,"Huascar Brazoban",6107,623211
"Tristan Beck","SFG",3,3,2,33,3,85,7.2,2.223529411764706,1.0588235294117647,0.2885375494071146,0.7174,0.408396946,0.096153846,94.64821284959297,3.9176470588235293,3.71,3.9962163532481476,4.4897305095897,0.436507910490036,"Tristan Beck",21584,663941
"Luke Weaver","- - -",3,6,0,29,25,123.2,7.932616293605226,2.911051850864303,2.1105125918766197,0.33070866141732286,0.6881,0.354523227,0.18125,94.12363880085495,6.404314071901467,5.59,5.608140128775224,4.698731303599823,0.4349459856748581,"Luke Weaver",16918,596133
"Xzavion Curry","CLE",3,4,0,41,9,95,6.347368421052631,2.8421052631578947,1.1368421052631579,0.2935153583617747,0.7332,0.316831683,0.086330935,92.72555086757596,4.073684210526316,4.96,4.497145145817807,5.274156254843662,0.42645830661058426,"Xzavion Curry",25595,675540
"Austin Pruitt","OAK",2,6,0,38,6,48.1,5.586202855062063,2.2344811420248254,0.9310338091770106,0.2635135135135135,0.78,0.361842105,0.076923076,91.81513258515211,2.9793081893664337,4.18,4.165384051632989,5.0440304412416825,0.4263946861028671,"Austin Pruitt",15290,643493
"Michael Fulmer","CHC",3,5,2,58,1,57,10.263157894736842,4.421052631578948,1.105263157894737,0.3037037037037037,0.7185,0.387323943,0.125,94.31865396534825,4.421052631578948,4.36,4.149776724765175,4.177632221422698,0.42609042674303055,"Michael Fulmer",13218,605242
"Carl Edwards Jr.","WSN",1,3,2,32,0,31.2,6.821045373306179,4.8315738060918765,0.2842102238877574,0.30303030303030304,0.7353,0.46,0.033333333,93.7787249654696,3.6947329105408464,4.27,3.8550392442007335,5.01084604021923,0.4256809949874878,"Carl Edwards Jr.",13607,605218
"Steven Wilson","SDP",1,2,0,52,0,53,9.679245283018869,4.584905660377358,1.1886792452830188,0.224,0.7609,0.257575757,0.0875,94.62590596762048,3.9056603773584904,3.45,4.519190826056139,5.297836737362845,0.4222339987754822,"Steven Wilson",20353,621051
"Hyun Jin Ryu","TOR",3,3,0,11,11,52,6.576923076923077,2.423076923076923,1.5576923076923077,0.2716049382716049,0.7762,0.455621301,0.163636363,88.77142857142857,3.4615384615384617,3.93,4.9088860365060665,4.407624697914491,0.4217509925365448,"Hyun Jin Ryu",14444,547943
"Jake Diekman","- - -",0,2,0,63,0,56.2,10.164717628994165,6.035301092215286,0.4764711388591015,0.24817518248175183,0.6546,0.467625899,0.06,95.57271084650583,3.3352979720137106,3.33,3.749158100736018,4.519764505601055,0.42016300559043884,"Jake Diekman",5003,518617
"Eli Morgan","CLE",5,2,1,61,0,67.1,10.024757776037871,3.207922488332119,1.2029709331245446,0.3368421052631579,0.7143,0.419191919,0.126760563,92.73825688669439,4.009903110415149,3.9,3.878802588724491,3.8845658153326417,0.4188390076160431,"Eli Morgan",20203,669212
"Touki Toussaint","- - -",4,7,0,20,16,87,8.793096098696198,5.896546795596274,1.0344818939642586,0.26222222222222225,0.7143,0.497835497,0.138888888,93.71879802766394,4.965513091028441,5.3,5.002164859132883,4.876204159465043,0.41536709666252136,"Touki Toussaint",16929,657053
"Keegan Akin","BAL",2,2,0,24,1,23.2,10.267591014853362,2.661968040887909,0.7605622973965454,0.4342105263157895,0.5102,0.337662337,0.068965517,93.74729501229746,6.845060676568909,4.86,2.9592656558945896,3.886612275161561,0.41145409271121025,"Keegan Akin",19362,669211
"Trevor Richards","TOR",2,1,0,56,3,72.2,13.004581466910395,4.334860488970131,1.6100910387603344,0.3125,0.7213,0.319767441,0.154761904,92.78268905717633,4.954126273108722,3.58,4.218342213542163,3.8038696191377657,0.41072700917720795,"Trevor Richards",19309,670950
"Ryan Pepiot","LAD",2,1,0,8,3,42,8.142857142857142,1.0714285714285714,1.5,0.18867924528301888,0.9921,0.366972477,0.14,94.01911462777304,2.142857142857143,3.25,4.183611311231341,3.9852219258035935,0.4088499937206507,"Ryan Pepiot",26221,686752
"Jhony Brito","NYY",9,7,1,25,13,90.1,7.173426685525616,2.7896659332599616,1.3948329666299808,0.2677165354330709,0.7097,0.439849624,0.132075471,95.99200032552083,4.284129826077798,4.51,4.738433672567988,4.663770357458899,0.4022670090198517,"Jhony Brito",25386,666745
