"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Gabriel Aguilera","CIN","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.74","6.21","5.35","6.01","0.0","0.0","999.0","sa3009494"
"Jhoan Cruz","MIL","0","0","5.95","0","0","0","1.0","1","1","0","1","0","1.64","5.59","4.35","6.01","0.0","0.0","999.0","sa3006512"
"Jake Lyons","BAL","0","0","5.80","0","0","0","1.0","1","1","0","1","1","1.66","6.34","5.03","6.01","0.0","0.0","999.0","sa1055560"
"Timothy Elliott","SEA","0","0","5.83","0","0","0","1.0","1","1","0","1","1","1.65","6.21","4.96","6.01","0.0","0.0","999.0","sa1169632"
"Tekoah Roby","TEX","0","0","6.00","0","0","0","1.0","1","1","0","1","1","1.69","6.32","5.09","6.02","0.0","0.0","999.0","sa3014519"
"Clay Chandler","","0","0","5.96","0","0","0","1.0","1","1","0","1","0","1.55","5.61","3.46","6.02","0.0","0.0","999.0","sa3004749"
"Pedro Fernandez","","0","0","5.97","0","0","0","1.0","1","1","0","1","0","1.65","5.49","4.40","6.02","0.0","0.0","999.0","sa657697"
"Manuel Espinoza","CHC","0","0","6.12","0","0","0","1.0","1","1","0","1","0","1.67","5.33","4.30","6.02","0.0","0.0","999.0","sa3010242"
"Brent Headrick","MIN","0","0","5.98","0","0","0","1.0","1","1","0","1","1","1.77","6.18","5.86","6.02","0.0","0.0","999.0","sa3011887"
"Alfredo Garcia","NYY","0","0","5.76","0","0","0","1.0","1","1","0","1","1","1.72","6.14","5.55","6.02","0.0","0.0","999.0","sa3003045"
"Kevin Coulter","CLE","0","0","5.95","0","0","0","1.0","1","1","0","1","0","1.63","5.64","4.33","6.02","0.0","0.0","999.0","sa3010115"
"Orlando Rodriguez","","0","0","6.00","0","0","0","1.0","1","1","0","1","1","1.72","6.08","5.29","6.02","0.0","0.0","999.0","sa3011421"
"Erick Valenzuela","","0","0","5.96","0","0","0","1.0","1","1","0","1","1","1.73","6.65","5.79","6.02","0.0","0.0","999.0","sa3008635"
"Joshua Wolf","CLE","0","0","5.94","0","0","0","1.0","1","1","0","1","1","1.74","5.40","5.32","6.03","0.0","0.0","999.0","sa3011638"
"Tyler Schlaffer","CHC","0","0","6.10","0","0","0","1.0","1","1","0","1","1","1.73","5.67","5.17","6.03","0.0","0.0","999.0","sa3011815"
"Edgar Osuna","","0","0","5.89","0","0","0","1.0","1","1","0","1","0","1.67","4.89","4.42","6.03","0.0","0.0","999.0","sa328973"
"Chih-Jung Liu","BOS","0","0","6.28","0","0","0","1.0","1","1","0","1","1","1.73","5.53","4.93","6.03","0.0","0.0","999.0","sa3014675"
"Grant Judkins","OAK","0","0","5.91","0","0","0","1.0","1","1","0","1","1","1.65","5.98","4.92","6.03","0.0","0.0","999.0","sa3015004"
"Zachary Haake","KCR","0","0","6.08","0","0","0","1.0","1","1","0","1","1","1.71","5.83","5.22","6.03","0.0","0.0","999.0","sa3008523"
"Jose Olague","","0","0","6.05","0","0","0","1.0","1","1","0","0","0","1.67","4.41","3.97","6.03","0.0","0.0","999.0","sa3005352"
"Luis Carrasco","OAK","0","0","5.87","0","0","0","1.0","1","1","0","1","1","1.71","5.39","5.30","6.03","0.0","0.0","999.0","sa1172127"
"Jerming Rosario","LAD","0","0","5.94","0","0","0","1.0","1","1","0","1","1","1.72","6.28","5.35","6.04","0.0","0.0","999.0","sa3008678"
"Zarion Sharpe","MIN","0","0","5.94","0","0","0","1.0","1","1","0","1","1","1.81","5.29","5.87","6.04","0.0","0.0","999.0","sa3015073"
"Helcris Olivarez","COL","0","0","6.36","0","0","0","1.0","1","1","0","1","1","1.87","6.52","6.23","6.04","0.0","0.0","999.0","sa3002965"
"Mason Hickman","CLE","0","0","6.01","0","0","0","1.0","1","1","0","1","0","1.61","6.35","4.39","6.04","0.0","0.0","999.0","sa3015033"
"Clayton Chatham","","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.70","5.98","5.09","6.04","0.0","0.0","999.0","sa3008034"
"Victor Buelna","","0","0","6.03","0","0","0","1.0","1","1","0","1","1","1.72","5.68","5.11","6.04","0.0","0.0","999.0","sa3008631"
"Blas Castano","NYY","0","0","5.95","0","0","0","1.0","1","1","0","1","0","1.67","5.31","4.49","6.04","0.0","0.0","999.0","sa3006617"
"Levi Prater","STL","0","0","5.63","0","0","0","1.0","1","1","0","1","1","1.83","6.78","7.18","6.04","0.0","0.0","999.0","sa3014861"
"Victor Munoz","TBR","0","0","5.94","0","0","0","1.0","1","1","0","1","1","1.69","5.59","5.07","6.04","0.0","0.0","999.0","sa3006381"
"Gabriel Cotto","PHI","0","0","5.74","0","0","0","1.0","1","1","0","1","1","1.77","6.32","6.14","6.05","0.0","0.0","999.0","sa3007934"
"Abdiel Mendoza","TEX","0","0","6.00","0","0","0","1.0","1","1","0","1","1","1.71","5.53","4.98","6.05","0.0","0.0","999.0","sa916829"
"Adrian Alcantara","KCR","0","0","6.08","0","0","0","1.0","1","1","0","1","1","1.69","5.03","4.71","6.05","0.0","0.0","999.0","sa974592"
"Adam Macko","SEA","0","0","5.76","0","0","0","1.0","1","1","0","1","1","1.71","6.66","5.84","6.05","0.0","0.0","999.0","sa3011555"
"Amilcar Gaxiola","","0","0","5.93","0","0","0","1.0","1","1","0","1","1","1.70","5.09","4.73","6.05","0.0","0.0","999.0","sa510464"
"Edgar Gomez","","0","0","6.01","0","0","0","1.0","1","1","0","1","1","1.72","5.04","4.90","6.06","0.0","0.0","999.0","sa740804"
"Orceli Gomez","TEX","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.71","5.10","4.75","6.06","0.0","0.0","999.0","sa3007841"
"Jason Blanchard","SDP","0","0","5.82","0","0","0","1.0","1","1","0","1","1","1.79","5.90","6.24","6.06","0.0","0.0","999.0","sa3010313"
"Brock Hartson","","0","0","6.02","0","0","0","1.0","1","1","0","1","1","1.65","5.76","4.58","6.07","0.0","0.0","999.0","sa857665"
"Niomar Gomez","WSN","0","0","6.16","0","0","0","1.0","1","1","0","1","1","1.76","6.01","5.45","6.07","0.0","0.0","999.0","sa3002607"
"Jorge Rodriguez","BOS","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.75","4.77","4.83","6.07","0.0","0.0","999.0","sa3006074"
"Francisco Gomez","","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.72","5.79","5.18","6.07","0.0","0.0","999.0","sa3005405"
"Bradley Blalock","BOS","0","0","6.30","0","0","0","1.0","1","1","0","1","1","1.77","5.08","5.09","6.07","0.0","0.0","999.0","sa3011809"
"Samuel Weatherly","COL","0","0","6.47","0","0","0","1.0","1","1","0","1","1","1.79","6.82","5.41","6.08","0.0","0.0","999.0","sa3014455"
"Maxwell Bain","CHC","0","0","6.16","0","0","0","1.0","1","1","0","1","1","1.72","6.82","5.55","6.08","0.0","0.0","999.0","sa3014932"
"Parker Kelly","","0","0","6.03","0","0","0","1.0","1","1","0","1","1","1.69","5.48","4.85","6.08","0.0","0.0","999.0","sa3007711"
"Ludwin Jimenez","STL","0","0","5.83","0","0","0","1.0","1","1","0","1","1","1.70","5.96","5.57","6.09","0.0","0.0","999.0","sa3005856"
"Noah Davis","COL","0","0","6.55","0","0","0","1.0","1","1","0","1","1","1.74","6.23","4.70","6.09","0.0","0.0","999.0","sa3010556"
"Ethan Hankins","CLE","0","0","6.00","0","0","0","1.0","1","1","0","1","1","1.73","6.13","5.64","6.09","0.0","0.0","999.0","sa3008589"
"Lachlan Wells","MIN","0","0","6.08","0","0","0","1.0","1","1","0","1","0","1.66","5.58","4.49","6.10","0.0","0.0","999.0","sa877857"
"Jacob Irvin","WSN","0","0","6.22","0","0","0","1.0","1","1","0","1","1","1.71","5.70","4.79","6.10","0.0","0.0","999.0","sa3008223"
"Jairo Iriarte","SDP","0","0","5.99","0","0","0","1.0","1","1","0","1","1","1.75","5.71","5.64","6.11","0.0","0.0","999.0","sa3010798"
"Noah Gotsis","COL","0","0","6.66","0","0","0","1.0","1","1","0","1","0","1.74","5.92","4.31","6.11","0.0","0.0","999.0","sa3011844"
"Marcos Machado","","0","0","5.97","0","0","0","1.0","1","1","0","1","1","1.71","5.24","4.96","6.11","0.0","0.0","999.0","sa916571"
"Connor Curlis","CIN","0","0","5.96","0","0","0","1.0","1","1","0","1","1","1.59","7.22","4.57","6.11","0.0","0.0","999.0","sa3006707"
"Winston Nicacio","","0","0","6.09","0","0","0","1.0","1","1","0","1","1","1.69","5.76","4.86","6.11","0.0","0.0","999.0","sa918024"
"Eduar Segovia","PHI","0","0","5.97","0","0","0","1.0","1","1","0","1","1","1.72","6.86","5.74","6.12","0.0","0.0","999.0","sa3008374"
"Matthew Turner","CLE","0","0","5.95","0","0","0","1.0","1","1","0","1","1","1.66","5.32","4.58","6.12","0.0","0.0","999.0","sa3005029"
"Robinson Ortiz","LAD","0","0","5.85","0","0","0","1.0","1","1","0","1","1","1.74","6.46","5.78","6.12","0.0","0.0","999.0","sa3004006"
"Carson Lance","","0","0","6.06","0","0","0","1.0","1","1","0","1","1","1.77","6.18","5.95","6.12","0.0","0.0","999.0","sa3004592"
"Nicholas Davila","DET","0","0","6.07","0","0","0","1.0","1","1","0","1","1","1.69","5.32","4.94","6.12","0.0","0.0","999.0","sa3014980"
"Rodney Theophile","WSN","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.79","5.43","5.53","6.12","0.0","0.0","999.0","sa3008228"
"Jeremy Wu-Yelland","BOS","0","0","6.18","0","0","0","1.0","1","1","0","1","1","1.73","6.25","5.44","6.13","0.0","0.0","999.0","sa3014520"
"Jose Moreno","STL","0","0","5.86","0","0","0","1.0","1","1","0","1","1","1.76","5.95","6.09","6.13","0.0","0.0","999.0","sa3003113"
"Austin Orewiler","","0","0","6.11","0","0","0","1.0","1","1","0","1","0","1.66","5.20","4.32","6.13","0.0","0.0","999.0","sa875673"
"Kelvin Nunez","SEA","0","0","5.90","0","0","0","1.0","1","1","0","1","1","1.66","5.56","4.76","6.14","0.0","0.0","999.0","sa3002816"
"Jose Salvador","LAA","0","0","5.86","0","0","0","1.0","1","1","0","1","1","1.70","6.09","5.33","6.14","0.0","0.0","999.0","sa3006482"
"Rigoberto Borbolla","ARI","0","0","6.05","0","0","0","1.0","1","1","0","1","1","1.84","5.85","6.46","6.14","0.0","0.0","999.0","sa3006170"
"Nelson Hernandez","","0","0","6.13","0","0","0","1.0","1","1","0","1","0","1.67","5.30","4.41","6.14","0.0","0.0","999.0","sa828823"
"Carlos Calderon","HOU","0","0","5.98","0","0","0","1.0","1","1","0","1","1","1.79","6.23","6.29","6.14","0.0","0.0","999.0","sa3009713"
"Terry James","COL","0","0","6.65","0","0","0","1.0","1","1","0","1","1","1.83","6.00","5.34","6.14","0.0","0.0","999.0","sa3011232"
"Alex Palmer","HOU","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.71","6.23","5.42","6.15","0.0","0.0","999.0","sa3011347"
"Noah Denoyer","BAL","0","0","5.98","0","0","0","1.0","1","1","0","1","1","1.67","6.08","4.95","6.15","0.0","0.0","999.0","sa3011889"
"Kevin Folman","CHW","0","0","5.95","0","0","0","1.0","1","1","0","1","1","1.65","5.63","4.53","6.15","0.0","0.0","999.0","sa3008462"
"Brendan Murphy","MIL","0","0","5.89","0","0","0","1.0","1","1","0","1","1","1.77","5.91","5.92","6.15","0.0","0.0","999.0","sa3004961"
"Adam Laskey","CHC","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.86","5.87","6.55","6.15","0.0","0.0","999.0","sa3014851"
"Sonny Vargas","SFG","0","0","5.98","0","0","0","1.0","1","1","0","1","1","1.88","5.46","6.79","6.16","0.0","0.0","999.0","sa3006163"
"Zach Lewis","CHW","0","0","5.99","0","0","0","1.0","1","1","0","1","1","1.66","5.70","4.59","6.16","0.0","0.0","999.0","sa829666"
"Delvin Capellan","KCR","0","0","6.20","0","0","0","1.0","1","1","0","1","1","1.73","5.10","5.16","6.16","0.0","0.0","999.0","sa3002996"
"Luinder Avila","KCR","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.79","4.72","5.56","6.16","0.0","0.0","999.0","sa3006507"
"Michael YaSenka","STL","0","0","5.89","0","0","0","1.0","1","1","0","1","1","1.68","6.27","5.47","6.17","0.0","0.0","999.0","sa1170117"
"Richard Morban","","0","0","6.12","0","0","0","1.0","1","1","0","1","1","1.77","5.95","5.73","6.17","0.0","0.0","999.0","sa885669"
"Jose Davila","STL","0","0","5.94","0","0","0","1.0","1","1","0","1","1","1.80","5.66","6.28","6.17","0.0","0.0","999.0","sa3015092"
"Hector Galvan","","0","0","6.14","0","0","0","1.0","1","1","0","1","1","1.72","5.47","5.07","6.17","0.0","0.0","999.0","sa737570"
"Tom de Blok","","0","0","6.12","0","0","0","1.0","1","1","0","1","0","1.65","5.60","4.48","6.17","0.0","0.0","999.0","sa971762"
"Daniel Palencia","CHC","0","0","6.29","0","0","0","1.0","1","1","0","1","1","1.76","6.39","5.64","6.18","0.0","0.0","999.0","sa3015122"
"Reid Birlingmair","OAK","0","0","5.95","0","0","0","1.0","1","1","0","1","1","1.69","5.12","5.06","6.18","0.0","0.0","999.0","sa3007473"
"Starlyn Castillo","PHI","0","0","6.07","0","0","0","1.0","1","1","0","1","1","1.75","6.23","5.73","6.18","0.0","0.0","999.0","sa3011608"
"Kyle Gruller","HOU","0","0","6.08","0","0","0","1.0","1","1","0","1","1","1.72","6.60","5.64","6.18","0.0","0.0","999.0","sa3015387"
"Blaine Knight","BAL","0","0","5.99","0","0","0","1.0","1","1","0","1","0","1.56","5.65","3.71","6.19","0.0","0.0","999.0","sa3008532"
"Sean Wymer","TOR","0","0","6.18","0","0","0","1.0","1","1","0","1","0","1.66","4.75","4.17","6.19","0.0","0.0","999.0","sa3007204"
"Eric Pardinho","TOR","0","0","6.23","0","0","0","1.0","1","1","0","1","1","1.75","5.59","5.34","6.19","0.0","0.0","999.0","sa968102"
"Matthew Sauer","NYY","0","0","6.12","0","0","0","1.0","1","1","0","1","1","1.68","6.11","4.82","6.19","0.0","0.0","999.0","sa3005118"
"Mason Englert","TEX","0","0","6.18","0","0","0","1.0","1","1","0","1","1","1.67","5.79","4.63","6.19","0.0","0.0","999.0","sa3015036"
"Benony Robles","LAD","0","0","5.97","0","0","0","1.0","1","1","0","1","1","1.74","6.17","5.60","6.19","0.0","0.0","999.0","sa3006135"
"Jonathan Olsen","MIN","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.72","5.52","4.86","6.20","0.0","0.0","999.0","sa3015032"
"Spencer Van Scoyoc","PHI","0","0","5.89","0","0","0","1.0","1","1","0","1","1","1.82","6.38","6.58","6.20","0.0","0.0","999.0","sa3011127"
"Marco Estrada","","0","0","6.08","0","0","0","1.0","1","1","0","1","0","1.53","5.99","3.50","6.20","0.0","0.0","999.0","1118"
"Dahian Santos","TOR","0","0","6.24","0","0","0","1.0","1","1","0","1","1","1.75","5.81","5.45","6.20","0.0","0.0","999.0","sa3015282"
"Edgardo Henriquez","LAD","0","0","6.09","0","0","0","1.0","1","1","0","1","1","1.81","6.40","6.30","6.21","0.0","0.0","999.0","sa3009613"
"David Hernandez","KCR","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.80","5.00","5.58","6.21","0.0","0.0","999.0","sa3014541"
"Gunner Mayer","PHI","0","0","6.08","0","0","0","1.0","1","1","0","1","1","1.76","6.56","5.99","6.21","0.0","0.0","999.0","sa3011199"
"Rainiery Rodriguez","ATL","0","0","6.27","0","0","0","1.0","1","1","0","1","1","1.71","5.40","4.74","6.21","0.0","0.0","999.0","sa3007903"
"Ryan Zeferjahn","BOS","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.75","5.33","4.91","6.21","0.0","0.0","999.0","sa3011217"
"Luis Moreno","NYM","0","0","5.95","0","0","0","1.0","1","1","0","1","1","1.82","5.71","6.46","6.21","0.0","0.0","999.0","sa3009950"
"Christian James","","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.77","4.77","5.21","6.21","0.0","0.0","999.0","sa918327"
"Michael Dominguez","TOR","0","0","6.23","0","0","0","1.0","1","1","0","1","1","1.72","5.63","5.17","6.22","0.0","0.0","999.0","sa3011198"
"Miguel Rodriguez","MIN","0","0","6.36","0","0","0","1.0","1","1","0","1","1","1.79","5.60","5.52","6.22","0.0","0.0","999.0","sa3006570"
"Abismael Villaman","","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.81","5.06","5.84","6.22","0.0","0.0","999.0","sa3006152"
"Jose Dicochea","OAK","0","0","6.12","0","0","0","1.0","1","1","0","1","1","1.73","5.65","5.47","6.22","0.0","0.0","999.0","sa3011497"
"Jose Medina","SDP","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.80","5.38","5.89","6.23","0.0","0.0","999.0","sa737197"
"Christian Mejias","HOU","0","0","6.15","0","0","0","1.0","1","1","0","1","1","1.73","5.97","5.43","6.23","0.0","0.0","999.0","sa946165"
"Jeferson Figueroa","MIL","0","0","6.18","0","0","0","1.0","1","1","0","1","1","1.73","6.29","5.50","6.23","0.0","0.0","999.0","sa3016811"
"Dane Myers","DET","0","0","6.22","0","0","0","1.0","1","1","0","1","1","1.70","5.21","4.82","6.24","0.0","0.0","999.0","sa915708"
"Matthew Leon","LAA","0","0","6.11","0","0","0","1.0","1","1","0","1","1","1.75","5.68","5.39","6.24","0.0","0.0","999.0","sa3006844"
"Joshua Hiatt","","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.79","5.48","5.81","6.24","0.0","0.0","999.0","sa3008612"
"John Stankiewicz","MIN","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.77","5.70","5.34","6.25","0.0","0.0","999.0","sa3016001"
"Erling Moreno","","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.82","5.17","5.88","6.25","0.0","0.0","999.0","sa827076"
"Keith Weisenberg","","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.81","6.03","6.17","6.26","0.0","0.0","999.0","sa829809"
"Wyatt Sparks","TEX","0","0","6.28","0","0","0","1.0","1","1","0","1","1","1.73","5.02","4.75","6.26","0.0","0.0","999.0","sa1119694"
"Rylan Kaufman","KCR","0","0","6.10","0","0","0","1.0","1","1","0","1","1","1.74","5.32","5.57","6.26","0.0","0.0","999.0","sa3008588"
"Justin Jarvis","MIL","0","0","6.13","0","0","0","1.0","1","1","0","1","1","1.72","6.13","5.43","6.26","0.0","0.0","999.0","sa3007775"
"Peyton Culbertson","","0","0","6.26","0","0","0","1.0","1","1","0","1","1","1.77","5.55","5.48","6.26","0.0","0.0","999.0","sa3007805"
"Carlos Guzman","DET","0","0","6.26","0","0","0","1.0","1","1","0","1","1","1.75","5.08","5.25","6.26","0.0","0.0","999.0","sa871477"
"John Matthews","TEX","0","0","6.24","0","0","0","1.0","1","1","0","1","1","1.72","5.78","5.06","6.26","0.0","0.0","999.0","sa3010311"
"Wyatt Marks","","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.68","5.56","4.92","6.26","0.0","0.0","999.0","sa3004453"
"Luis Cepeda","KCR","0","0","6.17","0","0","0","1.0","1","1","0","1","1","1.84","4.82","6.11","6.27","0.0","0.0","999.0","sa3006132"
"Yehizon Sanchez","OAK","0","0","6.10","0","0","0","1.0","1","1","0","1","1","1.79","5.57","6.03","6.27","0.0","0.0","999.0","sa3011574"
"Chadwick Bryant","ATL","0","0","6.27","0","0","0","1.0","1","1","0","1","1","1.81","5.93","6.03","6.27","0.0","0.0","999.0","sa3011133"
"Luis Mateo","NYM","0","0","6.26","0","0","0","1.0","1","1","0","1","1","1.73","5.16","4.92","6.28","0.0","0.0","999.0","sa597557"
"Hugh Smith","DET","0","0","6.27","0","0","0","1.0","1","1","0","1","1","1.73","5.34","5.25","6.28","0.0","0.0","999.0","sa3008669"
"Anderson Amarista","COL","0","0","6.81","0","0","0","1.0","1","1","0","1","1","1.82","5.52","4.95","6.28","0.0","0.0","999.0","sa917061"
"Wilkel Hernandez","DET","0","0","6.29","0","0","0","1.0","1","1","0","1","1","1.68","5.09","4.59","6.28","0.0","0.0","999.0","sa918026"
"Angel Acevedo","CHW","0","0","6.08","0","0","0","1.0","1","1","0","1","1","1.68","5.51","4.74","6.28","0.0","0.0","999.0","sa917893"
"Wander Arias","KCR","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.82","4.92","5.90","6.28","0.0","0.0","999.0","sa3011440"
"Daiveyon Whittle","TBR","0","0","6.11","0","0","0","1.0","1","1","0","1","1","1.78","4.95","5.73","6.28","0.0","0.0","999.0","sa3007617"
"Frank Valentino","","0","0","6.30","0","0","0","1.0","1","1","0","1","1","1.76","5.17","5.17","6.28","0.0","0.0","999.0","sa3011223"
"Hector Yan","LAA","0","0","5.97","0","0","0","1.0","1","1","0","1","1","1.74","6.73","6.07","6.29","0.0","0.0","999.0","sa917194"
"Robert Peto","LAD","0","0","6.21","0","0","0","1.0","1","1","0","1","1","1.69","5.82","4.78","6.29","0.0","0.0","999.0","sa3014848"
"Jose Soriano","LAA","0","0","6.15","0","0","0","1.0","1","1","0","1","1","1.79","6.22","6.14","6.29","0.0","0.0","999.0","sa916702"
"Cleiverth Perez","DET","0","0","6.21","0","0","0","1.0","1","1","0","1","1","1.76","4.80","5.26","6.29","0.0","0.0","999.0","sa3002985"
"Sandy Gaston","TBR","0","0","6.09","0","0","0","1.0","1","1","0","1","1","1.81","6.26","6.66","6.29","0.0","0.0","999.0","sa3011136"
"Jacob Prizina","BAL","0","0","6.02","0","0","0","1.0","1","1","0","1","1","1.67","5.32","4.63","6.29","0.0","0.0","999.0","sa3011346"
"Adrian Garza","","0","0","6.33","0","0","0","1.0","1","1","0","1","0","1.64","4.56","3.69","6.30","0.0","0.0","999.0","sa509404"
"Angello Infante","OAK","0","0","6.13","0","0","0","1.0","1","1","0","1","0","1.63","4.54","4.08","6.30","0.0","0.0","999.0","sa916705"
"Peyton Plumlee","HOU","0","0","6.25","0","0","0","1.0","1","1","0","1","1","1.71","5.59","5.05","6.31","0.0","0.0","999.0","sa3011654"
"Jose Conopoima","PHI","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.79","5.72","5.79","6.31","0.0","0.0","999.0","sa3003134"
"Regi Grace","MIN","0","0","6.48","0","0","0","1.0","1","1","0","1","1","1.77","5.68","5.33","6.31","0.0","0.0","999.0","sa3008101"
"Jack Kochanowicz","LAA","0","0","6.22","0","0","0","1.0","1","1","0","1","1","1.73","4.96","4.89","6.32","0.0","0.0","999.0","sa3014539"
"Nathan Wiles","TBR","0","0","6.16","0","0","0","1.0","1","1","0","1","1","1.75","5.28","5.51","6.32","0.0","0.0","999.0","sa3010307"
"Daniel Cody","HOU","0","0","6.26","0","0","0","1.0","1","1","0","1","1","1.72","6.50","5.48","6.32","0.0","0.0","999.0","sa3010662"
"Jorge Garcia","SFG","0","0","6.33","0","0","0","1.0","1","1","0","1","1","1.84","5.06","6.21","6.33","0.0","0.0","999.0","sa3009229"
"Jhon De Jesus","","0","0","6.34","0","0","0","1.0","1","1","0","1","1","1.76","4.85","5.05","6.33","0.0","0.0","999.0","sa877525"
"Alfredo Tavarez","","0","0","6.25","0","0","0","1.0","1","1","0","1","1","1.75","5.95","5.39","6.33","0.0","0.0","999.0","sa918485"
"Pedro Gonzalez","WSN","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.87","5.56","6.34","6.33","0.0","0.0","999.0","sa3002617"
"Daniel Martinez","OAK","0","0","6.19","0","0","0","1.0","1","1","0","1","1","1.74","5.28","5.46","6.34","0.0","0.0","999.0","sa3007734"
"Reinys Portillo","STL","0","0","6.09","0","0","0","1.0","1","1","0","1","1","1.80","5.77","6.27","6.34","0.0","0.0","999.0","sa3009227"
"Conner Loeprich","BAL","0","0","6.16","0","0","0","1.0","1","1","0","1","0","1.63","5.35","4.14","6.34","0.0","0.0","999.0","sa3006986"
"Jeremiah Burke","CHW","0","0","6.09","0","0","0","1.0","1","1","0","1","1","1.65","5.72","4.57","6.34","0.0","0.0","999.0","sa3010143"
"William Layne","","0","0","6.28","0","0","0","1.0","1","1","0","1","1","1.85","5.48","6.27","6.34","0.0","0.0","999.0","sa876243"
"Michael Ruff","COL","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.81","5.99","5.09","6.34","0.0","0.0","999.0","sa3011125"
"Connor Van Scoyoc","LAA","0","0","6.20","0","0","0","1.0","1","1","0","1","1","1.80","5.76","5.95","6.34","0.0","0.0","999.0","sa3010243"
"Joshua Stephan","TEX","0","0","6.34","0","0","0","1.0","1","1","0","1","1","1.74","5.89","5.24","6.34","0.0","0.0","999.0","sa3015286"
"Junior Mieses","ARI","0","0","6.35","0","0","0","1.0","1","1","0","1","1","1.89","6.05","6.92","6.34","0.0","0.0","999.0","sa3005258"
"Naswell Paulino","TOR","0","0","6.21","0","0","0","1.0","1","1","0","1","1","1.78","5.71","5.88","6.35","0.0","0.0","999.0","sa3002998"
"Andry Lara","WSN","0","0","6.47","0","0","0","1.0","1","1","0","1","1","1.81","5.87","5.74","6.35","0.0","0.0","999.0","sa3014716"
"Giovanni Arriera","DET","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.78","5.18","5.57","6.37","0.0","0.0","999.0","sa3004465"
"Jairo Lopez","HOU","0","0","6.29","0","0","0","1.0","1","1","0","1","1","1.75","5.87","5.56","6.37","0.0","0.0","999.0","sa3005824"
"Saul Castellanos","","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.71","5.43","4.80","6.37","0.0","0.0","999.0","sa883144"
"Freisis Adames","","0","0","6.32","0","0","0","1.0","1","1","0","1","1","1.73","5.83","5.26","6.37","0.0","0.0","999.0","sa916725"
"Xavier Altamirano","","0","0","6.35","0","0","0","1.0","1","1","0","1","0","1.64","5.30","4.03","6.38","0.0","0.0","999.0","sa875865"
"Wilkelman Gonzalez","BOS","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.78","5.67","5.45","6.38","0.0","0.0","999.0","sa3008687"
"Edisson Gonzalez","TOR","0","0","6.42","0","0","0","1.0","1","1","0","1","1","1.76","5.42","5.37","6.38","0.0","0.0","999.0","sa3002979"
"Elvis Garcia","HOU","0","0","6.33","0","0","0","1.0","1","1","0","1","1","1.78","5.43","5.65","6.39","0.0","0.0","999.0","sa3015360"
"Eumir Sepulveda","","0","0","6.37","0","0","0","1.0","1","1","0","1","1","1.74","5.29","5.09","6.40","0.0","0.0","999.0","sa830158"
"Brauny Munoz","CLE","0","0","6.36","0","0","0","1.0","1","1","0","1","1","1.70","4.97","4.59","6.40","0.0","0.0","999.0","sa3006398"
"Hector Guance","","0","0","6.35","0","0","0","1.0","1","1","0","1","1","1.85","5.36","6.28","6.40","0.0","0.0","999.0","sa828746"
"Mario Doble","MIA","0","0","6.29","0","0","0","1.0","1","1","0","1","1","1.89","5.13","6.79","6.41","0.0","0.0","999.0","sa3009752"
"Nicio Rodriguez","NYY","0","0","6.30","0","0","0","1.0","1","1","0","1","1","1.77","5.78","5.57","6.41","0.0","0.0","999.0","sa3011194"
"Esmerlin Vinicio","SFG","0","0","6.22","0","0","0","1.0","1","1","0","1","1","1.96","5.43","7.50","6.41","0.0","0.0","999.0","sa3014708"
"Rafi Gonell","","0","0","6.35","0","0","0","1.0","1","1","0","1","1","1.75","5.69","5.41","6.41","0.0","0.0","999.0","sa3007807"
"Ignacio Feliz","BAL","0","0","6.18","0","0","0","1.0","1","1","0","1","1","1.77","5.81","5.83","6.41","0.0","0.0","999.0","sa3002982"
"Adam Reuss","","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.77","5.32","5.43","6.42","0.0","0.0","999.0","sa3003993"
